route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
Red-1-0,Red,0,Alewife - Ashmont,,1,10010000,53559346
Red-3-0,Red,0,Alewife - Braintree,,1,10010001,53559585
Red-1-0_70081_70093_0,Red,0,Alewife - Broadway,,4,10010099,52928242-AshmontBwayAshBranchAshmontBwayBtreeBranch0
Red-3-0_70081_70095_0,Red,0,Alewife - Broadway,,4,10010099,52928481-AshmontBwayAshBranchAshmontBwayBtreeBranch0
Red-3-0_70081_70095_2,Red,0,JFK/UMass - Braintree,,4,10010099,52928481-AshmontBwayAshBranchAshmontBwayBtreeBranch2
Red-3-0_70095_70105_0,Red,0,Alewife - JFK/UMass,,4,10010099,52928481-BraintreeJFK0
Red-1-1,Red,1,Ashmont - Alewife,,1,10010100,53559351
Red-3-1,Red,1,Braintree - Alewife,,1,10010101,53559505
Red-1-1_70094_70082_2,Red,1,Broadway - Alewife,,4,10010199,52928247-AshmontBwayAshBranchAshmontBwayBtreeBranch2
Red-3-1_70096_70082_0,Red,1,Braintree - JFK/UMass,,4,10010199,52928401-AshmontBwayAshBranchAshmontBwayBtreeBranch0
Red-3-1_70096_70082_2,Red,1,Broadway - Alewife,,4,10010199,52928401-AshmontBwayAshBranchAshmontBwayBtreeBranch2
Red-3-1_70105_70096_2,Red,1,JFK/UMass - Alewife,,4,10010199,52928401-BraintreeJFK2
Mattapan-_-0,Mattapan,0,Ashmont - Mattapan,,1,10011000,52554918
Mattapan-_-1,Mattapan,1,Mattapan - Ashmont,,1,10011100,52554916
Orange-3-0,Orange,0,Oak Grove - Forest Hills,,1,10020000,53244711
Orange-3-1,Orange,1,Forest Hills - Oak Grove,,1,10020100,53244830
Green-B-812-0,Green-B,0,Government Center - Boston College,,1,10032000,53126110-NoGLX
Green-B-816-0_70512_70502_2,Green-B,0,Lechmere - Boston College,,4,10032099,53126208-NoGLX2
Green-B-812-1,Green-B,1,Boston College - Government Center,,1,10032100,53126109-NoGLX
Green-B-816-1_70501_70511_0,Green-B,1,Boston College - Lechmere,,4,10032199,53126117-NoGLX0
Green-C-832-0,Green-C,0,Government Center - Cleveland Circle,,1,10033000,53126184-NoGLX
Green-C-836-0_70512_70502_2,Green-C,0,Lechmere - Cleveland Circle,,4,10033099,53126190-NoGLX2
Green-C-832-1,Green-C,1,Cleveland Circle - Government Center,,1,10033100,53126185-NoGLX
Green-C-836-1_70501_70511_0,Green-C,1,Cleveland Circle - Lechmere,,4,10033199,53126191-NoGLX0
Green-D-855-0,Green-D,0,Union Square - Riverside,,1,10034000,53126282-NoGLX
Green-D-855-0_70169_70161_0,Green-D,0,Union Square - Newton Highlands,,4,10034099,53128750-NewtonHighlandsRiversideNoGLX0
Green-D-856-0_70512_70502_2,Green-D,0,Lechmere - Riverside,,4,10034099,53126284-NoGLX2
Green-D-855-1,Green-D,1,Riverside - Union Square,,1,10034100,53126281-NoGLX
Green-D-855-1_70160_70168_2,Green-D,1,Newton Highlands - Union Square,,4,10034199,53128541-NewtonHighlandsRiversideNoGLX2
Green-D-856-1_70501_70511_0,Green-D,1,Riverside - Lechmere,,4,10034199,53126283-NoGLX0
Green-E-886-0_70512_70502_2,Green-E,0,Lechmere - Heath Street,,1,10035096,53126421-NoGLX2
Green-E-886-1_70501_70511_0,Green-E,1,Heath Street - Lechmere,,1,10035196,53126206-NoGLX0
Blue-6-0,Blue,0,Wonderland - Bowdoin,,1,10040000,53398105
Blue-8-0,Blue,0,Orient Heights - Bowdoin,,3,10040004,53398374
Blue-6-0_70051_70838_0,Blue,0,Wonderland - Orient Heights,,4,10040099,53398109-20:45-GovernmentCenterOrientHeightsExpressGovernmentCenterOrientHeightsLocal0
Blue-6-1,Blue,1,Bowdoin - Wonderland,,1,10040100,53398106
Blue-6-1_70038_70052_2,Blue,1,Orient Heights - Wonderland,,4,10040199,53398108-20:45-GovernmentCenterOrientHeightsExpressGovernmentCenterOrientHeightsLocal2
741-_-0,741,0,South Station - Logan Airport Terminals,,1,10051000,53538681
741-_-1,741,1,Logan Airport Terminals - South Station,,1,10051100,53538683
741-2-1,741,1,Logan Airport Terminals - South Station (Surface Route),Late nights only,3,10051104,53538865
742-_-0,742,0,South Station - Drydock Ave (PM Route),,1,10052000,53538497
742-3-1,742,1,Drydock Ave - South Station (PM - Omits 88 Black Falcon Ave),,1,10052100,53538496
743-_-0,743,0,South Station - Chelsea Station,,1,10053000,53537532
743-_-1,743,1,Chelsea Station - South Station,,1,10053100,53537534
743-1-1,743,1,Chelsea Station - South Station (Surface Route),Late nights only,3,10053104,53537721
751-_-0,751,0,South Station - Nubian Station,,1,10055000,53537429
751-_-1,751,1,Nubian Station - South Station,,1,10055100,53537428
749-_-0,749,0,Temple Place - Nubian Station,,1,10056000,53537257
749-_-1,749,1,Nubian Station - Temple Place,,1,10056100,53537256
746-_-0,746,0,South Station - Silver Line Way,,1,10057000,53537567
746-_-1,746,1,Silver Line Way - South Station,,1,10057100,53537533
CR-Fairmount-dc5eb181-0,CR-Fairmount,0,South Station - Readville via Fairmount,,1,20001000,CR-551297-925
CR-Fairmount-3dfc2722-1,CR-Fairmount,1,Readville - South Station via Fairmount,,1,20001100,CR-551296-926
CR-Fitchburg-49af7493-0,CR-Fitchburg,0,North Station - Wachusett,,2,20002001,CR-558426-429
CR-Fitchburg-51c0902f-0,CR-Fitchburg,0,North Station - Littleton/Route 495,,2,20002003,CR-558897-417
CR-Fitchburg-008fca34-1,CR-Fitchburg,1,Wachusett - North Station,,1,20002100,CR-558884-412
CR-Fitchburg-5cd4afcd-1,CR-Fitchburg,1,Wachusett - North Station,,2,20002101,CR-558874-402
CR-Fitchburg-8756be66-1,CR-Fitchburg,1,Littleton/Route 495 - North Station,,2,20002103,CR-558879-416
CR-Worcester-38e2728b-0,CR-Worcester,0,South Station - Worcester,,1,20003000,CR-554442-515
CR-Worcester-b38f30d8-0,CR-Worcester,0,South Station - Worcester,,2,20003001,CR-554427-511
CR-Worcester-1d310675-0,CR-Worcester,0,South Station - Worcester,,2,20003002,CR-554475-523
CR-Worcester-e29de795-0,CR-Worcester,0,South Station - Worcester,,2,20003003,CR-554480-551
CR-Worcester-31b7b4bc-0,CR-Worcester,0,South Station - Framingham,,2,20003004,CR-554720-591
CR-Worcester-c7319c64-1,CR-Worcester,1,Worcester - South Station,,1,20003100,CR-551495-508
CR-Worcester-b8da484f-1,CR-Worcester,1,Worcester - South Station,,2,20003101,CR-551292-526
CR-Worcester-74814426-1,CR-Worcester,1,Framingham - South Station,,2,20003102,CR-551303-592
CR-Worcester-efaae72e-1,CR-Worcester,1,Framingham - South Station,,2,20003103,CR-551304-596
CR-Worcester-96ddd717-1,CR-Worcester,1,Worcester - South Station,,2,20003104,CR-551496-506
CR-Worcester-aedc1166-1,CR-Worcester,1,Worcester - South Station,,2,20003105,CR-551622-552
CR-Franklin-e19b0358-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,1,20004000,CR-554419-703
CR-Franklin-52d9daf4-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,1,20004001,CR-554430-747
CR-Franklin-dcca6140-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,2,20004002,CR-554423-725
CR-Franklin-58bf35a6-0,CR-Franklin,0,South Station - Forge Park/495 via Fairmount,,2,20004003,CR-554439-731
CR-Franklin-b0b47532-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,2,20004004,CR-554498-757
CR-Franklin-99bc68e7-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,2,20004005,CR-554510-743
CR-Franklin-efecf2cd-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,1,20004100,CR-554487-712
CR-Franklin-6fb5dbbb-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,1,20004101,CR-554418-754
CR-Franklin-04869814-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,2,20004102,CR-554441-748
CR-Franklin-5d1ddd9e-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,2,20004103,CR-554483-724
CR-Franklin-129210c1-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,2,20004104,CR-554485-700
CR-Franklin-a8c004cf-1,CR-Franklin,1,Foxboro - South Station,,2,20004105,CR-554725-756
CR-Greenbush-6d652c57-0,CR-Greenbush,0,South Station - Greenbush,,1,20005000,CR-554428-083
CR-Greenbush-414eb5a9-1,CR-Greenbush,1,Greenbush - South Station,,1,20005100,CR-551625-094
CR-Haverhill-b1bc288b-0,CR-Haverhill,0,North Station - Haverhill via Reading,,1,20006000,CR-553723-215
CR-Haverhill-ca479fd8-0,CR-Haverhill,0,North Station - Bradford via Reading,,2,20006001,CR-564938-1213
CR-Haverhill-b9346825-0,CR-Haverhill,0,North Station - Reading,,2,20006003,CR-553658-285
CR-Haverhill-d8edcefc-0,CR-Haverhill,0,North Station - Haverhill,,2,20006004,CR-553724-217
CR-Haverhill-c4d21f04-0,CR-Haverhill,0,North Station - Reading via Reading,,2,20006005,CR-566122-281
CR-Haverhill-f38813d4-1,CR-Haverhill,1,Haverhill - North Station via Reading,,1,20006100,CR-553655-214
CR-Haverhill-4434bbf9-1,CR-Haverhill,1,Bradford - North Station via Reading,,2,20006101,CR-564937-1212
CR-Haverhill-76e7e4ff-1,CR-Haverhill,1,Haverhill - North Station,,2,20006103,CR-551892-204
CR-Haverhill-294b20df-1,CR-Haverhill,1,Reading - North Station,,2,20006104,CR-553737-280
CR-Haverhill-eb736f9e-1,CR-Haverhill,1,Reading - North Station via Reading,,2,20006105,CR-566121-280
CR-Kingston-8edf9cf3-0,CR-Kingston,0,South Station - Kingston,,1,20007000,CR-551651-063
CR-Kingston-a80a8fd4-0,CR-Kingston,0,Braintree - Kingston,,2,20007001,CR-551650-065
CR-Kingston-5615f391-1,CR-Kingston,1,Kingston - South Station,,1,20007100,CR-554420-042
CR-Kingston-285ad791-1,CR-Kingston,1,Kingston - Braintree,,2,20007101,CR-554462-064
CR-Lowell-3b023975-0,CR-Lowell,0,North Station - Lowell,,1,20008000,CR-551826-341
CR-Lowell-89fe964c-1,CR-Lowell,1,Lowell - North Station,,1,20008100,CR-551828-342
CR-Middleborough-2507c3b4-0,CR-Middleborough,0,South Station - Middleborough/Lakeville,,1,20009000,CR-554417-029
CR-Middleborough-cd96ff97-1,CR-Middleborough,1,Middleborough/Lakeville - South Station,,1,20009100,CR-551436-002
CR-Needham-8ca06f5a-0,CR-Needham,0,South Station - Needham Heights,,1,20010000,CR-551286-613
CR-Needham-ba733d01-0,CR-Needham,0,Forest Hills - Needham Heights,,2,20010001,CR-551476-633
CR-Needham-31ea698c-1,CR-Needham,1,Needham Heights - South Station,,1,20010100,CR-551287-616
CR-Newburyport-aa00371a-0,CR-Newburyport,0,North Station - Newburyport,,1,20011000,CR-556199-151-BevRockFl22
CR-Newburyport-e302ea87-0,CR-Newburyport,0,North Station - Salem,,2,20011002,CR-565293-1111-BevRockFl22NewbptRkptSlmFll220
